Ano,País,País 1,Pais 2,Título US,Título Original,Diretor,Watchedby,Listado (qtd),Liked,Ranking,Fans,Rating,Duração,Sinopse,Gênero,Gênero 1,Gênero 2,Gênero 3,Temas,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5
2017,"['Portugal', 'Brazil']",Portugal,Brazil,Joaquim,Joaquim,Marcelo Gomes,1.1k,356,145, ,0,3.3,97,"Brazil, 18th century. The colony of Portugal endures a decline in gold production. A Portuguese minority rules over a corrupt and autocratic society. Joaquim is an efficient soldier, famous for capturing gold smugglers. While waiting for his promotion to Lieutenant, he leaves for a risky mission in search of new gold mines - the only way to buy the freedom of Blackie, a slave he is in love with. Inspired by the true story of Tiradentes, the first leader of the Brazilian revolutionary movement. ×","['drama', 'history']",drama,history,--,--,-,-,--,--,--
2004,"['Brazil', 'Netherlands']",Brazil,Netherlands,Justice,‘Justiça’,Maria Augusta Ramos,1.1k,354,186, ,2,3.8,107,"In Justiça, Maria Ramos puts a camera where many Brazilians have never been - a criminal courtroom in Rio de Janeiro, following the daily routine of several characters. There are those that work there every day (public attorneys, judges, and prosecutors) and those that are merely passing through (the accused). The camera is used as an instrument that sees the social theatre, the structures of power - that is to say, what is, in general, invisible to us. The corridors of the Courts of Justice, the design and layout of the courtroom, the discourse, the codes, postures - all the little visual details and sounds become relevant. ×",['documentary'],documentary,--,--,--,-,-,--,--,--
1959,['Brazil'],Brazil,--,The Man of the Sputnik,‘O Homem do Sputnik’,Carlos Manga,573,451,133, ,2,3.7,98,"UFO falls on a hillbilly’s hencoop and he tries to sell it. Soon international missions are sent to the place, for there’s a suspicion it might be the famous Russian satellite, the Sputnik.",['comedy'],comedy,--,--,--,-,-,--,--,--
2015,['Brazil'],Brazil,--,"Chatô, The King of Brazil",‘Chatô: O Rei do Brasil’,Guilherme Fontes,1.5k,295,116, ,0,2.9,100,"The true story of Assis Chateaubriand, the first magnate of communications in Brazil. Due to his influence during the late 1930s up to the early 1960s, he has come to be called ‘the Brazilian Citizen Kane’.","['drama', 'history', 'comedy']",drama,history,comedy,--,-,-,--,--,--
2013,['Brazil'],Brazil,--,Time and the Wind,‘O Tempo e o Vento’,Jayme Monjardim,1.8k,267,188, ,8,3.3,127,"Based on Érico Verissimo’s literary trilogy, The Time and the Wind follows 150 years of the Terra Cambará family and their opponents, the Amaral family. The struggles between the two families begin in the missions and lasts until the end of the 19th century. The film also features the period of formation of the state of Rio Grande do Sul and the dispute of territory between the Portuguese and Spanish crowns.","['history', 'drama', 'war']",history,drama,war,--,-,-,--,--,--
2011,['Brazil'],Brazil,--,3%,3%,Jotagá Crema,1.6k,139,236, ,7,3.6,27,"A post-apocalyptic thriller set in near-future Brazil, where a select few are allowed to join a privileged society after undergoing an intense and competitive process.","['science-fiction', 'drama']",science-fiction,drama,--,--,-,-,--,--,--
2006,['Brazil'],Brazil,--,Angels of the Sun,‘Anjos do Sol’,Rudi Lagemann,1.2k,260,143, ,3,3.6,92,"In Northeastern Brazil, twelve-year-old Maria is sold to have a better life as a housemaid. However, Maria is resold and sent to a brothel in the Amazon gold fields and put to work by the despicable Saraiva.",['drama'],drama,--,--,--,-,-,--,--,--
2011,['Brazil'],Brazil,--,The Factory,‘A Fábrica’,Aly Muritiba,1.5k,201,213, ,0,3.5,15,"Visiting day. Lindalva prepares food to take it to her son who is in jail. Metruti, Lindalva’s son, shaves and wears the best clothes to welcome his mother. Today is a very special day and he really needs to make a phone call. His mother is taking a risk, she’s willing to smuggle a cell phone for him into the penitentiary.","['drama', 'family']",drama,family,--,--,-,-,--,--,--
2005,['Brazil'],Brazil,--,What Is It Worth?,‘Quanto Vale ou é Por Quilo?’,Sérgio Bianchi,1.4k,248,182, ,4,3.6,110,"Free adaptation of Machado de Assis’s short story “Pai Contra Mãe”, having some of Nireu Cavalcanti’s 18th Century chronicles as inspiration, the film traces parallels between life in during the slavery period and in modern Brazil.",['drama'],drama,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,Dazed Flesh,‘Vaga Carne’,Ricardo Alves Jr.,837,301,276, ,5,4.0,46,"After having invaded liquid, gaseous and solid substances, a strange voice takes possession of a woman’s body and for the first time experiences the taste of something truly human. Together, the voice and the body seek for belonging and an identity of their own as they question their roles within society.","['fantasy', 'drama']",fantasy,drama,--,--,-,-,--,--,--
2010,['Brazil'],Brazil,--,Chico Xavier,Chico Xavier,Daniel Filho,2.9k,222,172, ,1,3.1,124,A biography of spiritual medium and author Francisco Candido Xavier.,['drama'],drama,--,--,--,-,-,--,--,--
2012,['Brazil'],Brazil,--,Doce de Mãe,Doce de Mãe,Jorge Furtado,1.7k,255,212, ,1,3.8,70,"The story of Picucha, a 85-year-old suburban widow and mother of four who faces the reality of living alone in her age while keeping good humor and love for family and life.","['comedy', 'drama']",comedy,drama,--,--,-,-,--,--,--
1987,['Brazil'],Brazil,--,A Marvada Carne,A Marvada Carne,André Klotzel,811,399,201, ,7,3.6,77,"Hillbilly has one single dream in life: eat beef. He finds a little maid who’s anxious to marry, and promises him: in their wedding party, her father would kill an ox.",['comedy'],comedy,--,--,--,-,-,--,--,--
2017,['Brazil'],Brazil,--,Axe: Music of a People,‘Axé: Canto do Povo de um Lugar’,Chico Kertész,1.3k,238,273, ,0,3.8,105,"Originally from Bahia and considered today one of the most globalised musical movements in the world, Axé is a musical rhythm that carries in its essence a good part of all the musical and cultural syncretism of Bahia. The documentary brings together interviews and archive images outlining the birth of Axé.","['documentary', 'music']",documentary,music,--,--,-,-,--,--,--
1970,['Brazil'],Brazil,--,The Alienist,‘Azyllo Muito Louco’,Nelson Pereira dos Santos,610,282,51, ,0,3.5,79,Father Simão Bacamarte arrives in the small town of Serafim to investigate a certain phenomenon of madness.,['comedy'],comedy,--,--,--,-,-,--,--,--
1962,['Brazil'],Brazil,--,Cinco Vezes Favela,Cinco Vezes Favela,Carlos Diegues,720,356,103, ,0,3.5,92,Five segments about the hardships faced by people living in slums on hills in Rio de Janeiro.,['drama'],drama,--,--,--,-,-,--,--,--
2018,['Brazil'],Brazil,--,Seduction of the Flesh,‘Sedução da Carne’,Júlio Bressane,751,289,136, ,0,3.1,67,"A delicate and tenacious writer, widowed three years ago, engages in frequent conversations with a parrot. However, she’s always observed by a large portion of raw meat.",['drama'],drama,--,--,--,-,-,--,--,--
2015,['Brazil'],Brazil,--,My Hindu Friend,‘Meu Amigo Hindu’,Héctor Babenco,752,221,60, ,0,2.7,109,"Diego is a film director who, when he is told that he has a malignant disease which could be fatal, marries his girlfriend of many years, says goodbye to his friends and begins a routine of long days of treatment in hospital. While learning to live with the pain and also conversing with death, he meets a Hindu boy who is a fellow patient and who becomes his friend. But one day the boy disappears. Diego is discharged, but his life has changed forever. His marriage fails and, living alone, he begins to wonder whether he may in fact be dying and no one has told him. He tries to find out what happened to his Hindu friend, and eventually meets another woman… ×",['drama'],drama,--,--,--,-,-,--,--,--
2018,['Brazil'],Brazil,--,The Black Forest,‘A Mata Negra’,Rodrigo Aragão,792,357,163, ,0,3.2,98,"In a forest based in the heart of Brazil, a girl sees her life – and everyone’s around her – change terribly, when she finds the Lost Book of Cypriano, whose Dark Magic, besides bestowing power and wealth on its possessor, is also able to deliver a terrible evil upon the Earth.",['horror'],horror,--,--,--,-,-,--,--,--
1997,['Brazil'],Brazil,--,Perfumed Ball,‘Baile Perfumado’,Paulo Caldas,808,495,136, ,2,3.5,93,"A Lebanese photographer living in Brazil in the ’30s manages to film the band of Lampião, a legendary Brazilian bandit.","['history', 'drama']",history,drama,--,--,-,-,--,--,--
2014,['Brazil'],Brazil,--,"Jia Zhangke, A Guy from Fenyang","‘Jia Zhangke, Um Homem de Fenyang’",Walter Salles,717,345,162, ,0,3.5,100,"Chinese filmmaker Jia Zhangke returns to the shooting locations of his films, along with his actors, friends and close collaborators. Jia recalls the inspiration sources for his movies, such as Platform, Still Life and A Touch of Sin. The film is the memory of a filmmaker and of a country in convulsion, China, which reveals itself little by little.",['documentary'],documentary,--,--,--,-,-,--,--,--
2017,"['Argentina', 'Brazil', 'Denmark', 'France', 'Germany', 'Poland']",Argentina,Brazil,A Sort of Family,‘Una especie de familia’,Diego Lerman,1.1k,414,147, ,0,3.2,95,"What limits does Malena cross to get what she wants most? Malena is a 38 year old middle class doctor from Buenos Aires. One afternoon she receives the call from Doctor Costas, who informs her that she must travel immediately to the north of the country: the baby she was waiting for is about to be born. Unexpectedly Malena decides to embark on an uncertain journey, full of crossroads, facing all kinds of legal and moral obstacles that will make her constantly wondering how far she is ready to go. ×","['thriller', 'drama', 'crime']",thriller,drama,crime,--,-,-,--,--,--
2006,['Brazil'],Brazil,--,O Fim e o Princípio,O Fim e o Princípio,Eduardo Coutinho,814,322,222, ,8,4.0,110,"A film that began from zero. Without any previous research, characters, locations or established themes, a film crew arrives at the Paraiba backlands in search of people with stories to tell. In the town of São João do Rio Peixe, they discover the Araçás Farm, a rural community where 86 families live, the majority connected by family ties. Thanks to the mediation of a young woman from Araçás, the residents – consisting mostly of elderly people – tell their life stories, marked by popular Catholicism, hierarchy, a sense of family and honor. A world on the verge of disappearing. ×",['documentary'],documentary,--,--,--,-,-,--,--,--
2012,['Brazil'],Brazil,--,The Comforting Hand,‘A Mão que Afaga’,Gabriela Amaral Almeida,1.1k,293,211, ,3,3.8,19,"At her only child’s 9th birthday, Lucas, Estela, a telemarketing operator, plans a party that has minimal chances of success.",['drama'],drama,--,--,--,-,-,--,--,--
2019,['Brazil'],Brazil,--,Carta Para Além dos Muros,Carta Para Além dos Muros,André Canto,1.3k,273,234, ,0,3.9,85,"This documentary reports, through interviews with specialists and activists, the chronology of the AIDS epidemic in Brazil, from the beginning of the discovery of the disease to the present day.",['documentary'],documentary,--,--,--,-,-,--,--,--
2010,['Brazil'],Brazil,--,A Night in 67,‘Uma Noite em 67’,Renato Terra,1.5k,285,202, ,4,3.8,85,"If you thought TV shows in which audiences and juries judge musical acts were a relatively new phenomenon, you’d better think again. In the 1970s, such “festivals” were incredibly popular in Brazil. They were recorded before a live studio audience, and usually featured a number of elimination rounds. They also formed the springboard for the career of many a big-name star, such as Chico Buarque, Caetano Veloso, Roberto Carlos and Gilberto Gil. Appearing on such a program was no cakewalk, however: audiences could be as wild in their condemnation as in their appreciation of an artist. Extensive archive footage (including performances and behind-the-scenes interviews) from a turbulent final of the Festival of Brazilian Popular Music one evening in 1967 paints a fascinating picture, not only of the transformation of Brazilian music into real “festival” music, but also of a society starting to buck against the yoke of military rule. ×","['history', 'documentary', 'music']",history,documentary,music,--,-,-,--,--,--
1983,['Brazil'],Brazil,--,Gabriela,"‘Gabriela, Cravo e Canela’",Bruno Barreto,1.1k,273,105, ,0,3.0,99,"In 1925, Gabriela, a poor, uneducated, yet charming woman becomes cook, mistress, and then wife of Nacib, a bar owner in Ilhéus, a small Brazilian coastal town run by the local colonels.","['romance', 'drama']",romance,drama,--,--,-,-,--,--,--
2003,['Brazil'],Brazil,--,The Prisoner of the Iron Bars,‘O Prisioneiro da Grade de Ferro’,Paulo Sacramento,684,394,164, ,0, ,123,"In 2002, the greatest prison in Latin America, Complex Carandiru, was demolished. With a population of about 7,000 prisoners distributed in nine pavilions of five floors, this prison became known worldwide after the famous massacre of one hundred and eleven prisoners in 1992. A couple of months before its implosion, director Paulo Sacramento trained some inmates and together with his crew, they produced many hours of footage, showing the daily life in prison. Their internal rules, punishment, entertainment, weapons, death, drugs, booze, life conditions, food, sexual life, religion, creeds, families, hopes and dreams are exposed and disclosed along 123 minutes running time of documentary. ×","['history', 'documentary']",history,documentary,--,--,-,-,--,--,--
2008,['Brazil'],Brazil,--,Ai Que Vida!,Ai Que Vida!,Cícero Filho,1.2k,134,330, ,13,4.1,100,"In the fictional Poço Fundo, politics and affection mingle in saga against corruption. Cleonice decides to run for mayor while her son, Valdir, pays his respects to a philanthropic institution and ends up falling in love with a girl.","['comedy', 'romance']",comedy,romance,--,--,-,-,--,--,--
1959,['Brazil'],Brazil,--,Pátio,Pátio,Glauber Rocha,1.4k,281,136, ,1,2.9,11,"A man and a woman are laying on a chess-like patio. Both are trying to reach each other in the best way they can. However, for some odd reason they don’t get on their feet, they don’t talk to each other, and the only sounds heard are voices coming from a radio and strange sounds that seem to indicate something’s about to happen.",[],--,--,--,--,-,-,--,--,--
2018,['Brazil'],Brazil,--,All Love Songs,‘Todas As Canções de Amor’,Joana Mariani,917,264,211, ,12,3.4,92,"Chico and Ana move to an apartment in São Paulo. As they unpack Ana found a cassette tape. It’s a mix-tape that Clarisse made 20 years earlier to her husband Daniel. Albeit separated by time, both stories will cross paths in a unique way.",['romance'],romance,--,--,--,-,-,--,--,--
2020,['Brazil'],Brazil,--,Unliveable,‘Inabitável’,Enock Carvalho,1.1k,335,210, ,0,3.7,20,"Just before the pandemic, the world experiences a phenomenon never seen before. Marilene looks for her daughter Roberta, a trans woman who went missing. While running out of time, she discovers a hope for the future.",['drama'],drama,--,--,--,-,-,--,--,--
2003,['Brazil'],Brazil,--,The Middle of the World,‘O Caminho das Nuvens’,Vicente Amorim,1.6k,344,136, ,0,3.2,85,"Romão, illiterate and unemployed, feels destiny drawing him on an odyssey to Rio de Janeiro in pursuit of a job and a decent life. A family of seven journeys 2,000 miles across the hinterlands of Brazil on bicycles. Along the way, the story explores the inner dynamics of a family facing a great challenge with the courage to pursue dreams.",['drama'],drama,--,--,--,-,-,--,--,--
